CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
14966236,1,MOTOR VEHICLE,N,N,TX,1HD1GXM13EC300857,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79938,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,12,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,OWNER,13841 MONTANA,FAILED TO CONTROL SPEED,NA,NA,EAST,Y,0,0,1,0,0,1,0
14967195,1,MOTOR VEHICLE,N,N,TX,JH2PC35001M210504,2001,BLU,HONDA,NA,MOTORCYCLE,N,75075,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,SIGNATURE TOW,SIGNATURE LOT,UNDER INFLUENCE - ALCOHOL,FAILED TO CONTROL SPEED,NA,SOUTH,Y,0,1,0,0,0,1,0
14968192,2,MOTOR VEHICLE,N,N,TX,JS1GN7EA992101995,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,79915,1,LIABILITY INSURANCE POLICY,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 5,11,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,3,N,,,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14968441,1,MOTOR VEHICLE,N,N,TX,1HFSC46053A105006,2003,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,75167,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,TOW PRO /  972-938-3221,"8215 LITTLE BRANCH WAXAHACHIE, TX 75165",DRIVER INATTENTION,UNSAFE SPEED,NA,NORTHEAST,Y,0,1,0,0,0,1,0
14968837,1,MOTOR VEHICLE,N,N,TX,VTTGM51A772100986,2007,BLK,SUZUKI,UNKNOWN,MOTORCYCLE,N,77074,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,Y,S & J TOWING,416 BOWER RD HUMBLE TX 77338,FAILED TO DRIVE IN SINGLE LANE,NA,DRIVER INATTENTION,SOUTHWEST,Y,0,0,1,0,0,1,0
14969512,2,MOTOR VEHICLE,N,N,NA,L1ETCBMJXCA000101,NA,BLK,UNKNOWN,UNKNOWN,MOTORCYCLE,N,75077,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,RON'S TOWING SERVICE,"212 W PARKWAY, DENTON, TX 76201",NA,NA,OTHER (EXPLAIN IN NARRATIVE),EAST,Y,1,0,0,0,0,1,0
14969512,2,MOTOR VEHICLE,N,N,NA,L1ETCBMJXCA000101,NA,BLK,UNKNOWN,UNKNOWN,MOTORCYCLE,N,75077,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,RON'S TOWING SERVICE,"212 W PARKWAY, DENTON, TX 76201",NA,NA,OTHER (EXPLAIN IN NARRATIVE),EAST,Y,1,0,0,0,0,1,0
14969902,2,MOTOR VEHICLE,N,N,TX,MLHPC4464E5100864,NA,RED,HONDA,NA,MOTORCYCLE,N,77503,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,EMERGENCY PERFORMANCE,7413 NAVIGATION,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14970172,2,MOTOR VEHICLE,N,N,TX,JH2SC51729K600407,NA,WHI,HONDA,NA,MOTORCYCLE,N,76182,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,10,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,1,0,0,0,0,1,0
14970407,2,MOTOR VEHICLE,N,N,TX,JS1GN7EA082108333,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,78521,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,LUPES WRECKER,6217 PADRE ISLAND HWY B'VILLE TX 78521,NA,NA,SPEEDING - (OVERLIMIT),EAST,Y,1,0,0,0,0,1,0
14970438,2,MOTOR VEHICLE,N,N,TX,1HD1BZB186Y053045,2006,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78069,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,SOUTH TEXAS TOWING,"5035 HWY 90 E, HONDO, TX, 78861",NONE,NA,NA,EAST,Y,0,0,0,0,0,0,1
14971515,1,MOTOR VEHICLE,N,N,TX,JH2PC4009FK800510,NA,BLK,HONDA,NA,MOTORCYCLE,N,76182,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 5,2,NA,NA,NA,N,DRIVEN MY OWNER,OWNER LOCATION,HAD BEEN DRINKING,FAILED TO CONTROL SPEED,NA,NORTH,Y,0,0,1,0,0,1,0
14972605,2,MOTOR VEHICLE,N,N,TX,L5YTCKPA181229090,NA,MAR,ALL OTHER MAKES,UNKNOWN,MOTORCYCLE,N,77551,2,NA,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,Y,ALL AMERICAN WRECKER,WRECKER LOT,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
14974457,1,MOTOR VEHICLE,N,N,TX,1HD1GHV115K306831,2005,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79924,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,PRIVATE TOW,OWNERS REQUEST,FAILED TO YIELD ROW - TURNING LEFT,TURNED IMPROPERLY - WRONG LANE,NA,NORTH,Y,0,0,1,0,0,1,0
14974600,2,MOTOR VEHICLE,N,N,TX,JYAVP11E49A113664,NA,BLK,YAMAHA,NA,MOTORCYCLE,N,75231,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
14976402,1,MOTOR VEHICLE,N,N,TX,JYARJ13E87A002323,2007,RED,YAMAHA,NA,MOTORCYCLE,N,1118,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,MILLIGANS TOWING,MILLIGANS TOWING YARD,OTHER (EXPLAIN IN NARRATIVE),NA,OTHER (EXPLAIN IN NARRATIVE),SOUTHWEST,Y,0,0,0,0,1,0,0
14976492,1,MOTOR VEHICLE,N,N,TX,1B9SC21M27B631030,2007,ONG,ALL OTHER MAKES,UNKNOWN,MOTORCYCLE,N,77388,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,SADDLE CREEK 281-689-7705,19600 OLD SAND PIT RD NEW CANEY TX 77357,UNDER INFLUENCE - ALCOHOL,UNDER INFLUENCE - DRUG,NA,SOUTHEAST,Y,1,0,0,0,0,1,0
14977407,2,MOTOR VEHICLE,N,N,TX,1HD1BFV27DB052486,NA,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77062,2,NA,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,DRIVER,PARKING LOT,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14977546,1,MOTOR VEHICLE,N,N,TX,1HFSC1803JA301311,1988,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,78249,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,6,NA,NA,NA,Y,MISSION TOWING,GROWDEN POUND,NONE,NA,NA,NORTHEAST,Y,0,1,0,0,0,1,0
14978295,2,MOTOR VEHICLE,N,N,TX,SMT915RN3FT704833,NA,GRY,NA,NA,MOTORCYCLE,N,78738,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,6,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,N,,,NONE,NA,NA,NORTHEAST,Y,0,0,1,0,0,1,0
14978678,1,MOTOR VEHICLE,N,N,TX,JYARJ06E87A033724,2007,BLU,YAMAHA,NA,MOTORCYCLE,N,76033,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,LONESTAR WRECKER,101 MAXIE ST. CLEBURNE TX 76033,NONE,NA,NA,SOUTHEAST,Y,1,0,0,0,0,1,0
14979903,2,MOTOR VEHICLE,N,N,TX,1HD1BW5127Y063467,2007,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75683,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,CUTTER'S TOWING,"1604 S MOODY BLVD, WHITE OAK, TX 75693",NONE,NA,NA,NORTHWEST,Y,0,0,0,0,0,0,1
14980293,2,MOTOR VEHICLE,N,N,TX,ZDM1RANN6CB058227,NA,RED,BUGATTI,UNKNOWN,MOTORCYCLE,N,75703,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,LIBERTY,LIBERTY,NONE,NA,NA,EAST,Y,0,0,1,0,0,1,0
14980533,1,MOTOR VEHICLE,N,N,TX,JS1GX72A7B2101983,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,97035,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,NOT TOWED.,NOT TOWED.,NA,NA,SPEEDING - (OVERLIMIT),SOUTH,Y,1,0,0,0,0,1,0
14980731,4,MOTOR VEHICLE,N,N,TX,1HD1CT3119K400814,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78861,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,12,NA,NA,NA,N,CONTRACT TOW,GROWDEN POUND,FOLLOWED TOO CLOSELY,NA,NA,SOUTHWEST,N,0,1,0,0,0,1,0
14981159,2,MOTOR VEHICLE,N,N,TX,JH2SC6106AK001684,NA,RED,HONDA,UNKNOWN,MOTORCYCLE,N,76571,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,BIG JOHNS TOWING,"2010 S HWY BLVD, BELTON, TX 76513",NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
14981251,1,MOTOR VEHICLE,N,N,TX,JH2SC57075M103832,2005,BLK,HONDA,NA,MOTORCYCLE,N,79029,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,1,NA,NA,NA,N,PACKS WRECKER,PACKS WRECKER,FAILED TO CONTROL SPEED,FLEEING OR EVADING POLICE,NA,WEST,Y,0,1,0,0,0,1,0
14982935,2,MOTOR VEHICLE,N,N,TX,ZDM1RAANX5B075279,2005,BLK,DUCATI,NA,MOTORCYCLE,N,78756,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,ROCHAS,"5700 BURLESON, AUSTIN, TX 78744",NONE,NA,NA,SOUTH,Y,0,0,1,0,0,1,0
14982941,1,MOTOR VEHICLE,N,N,TX,1HD1BJY145Y017506,2005,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76528,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,ACTION TOWING & RECOVERY,"2611 FM 2657  COPPERAS COVE, TX 76522",UNSAFE SPEED,FAILED TO DRIVE IN SINGLE LANE,NA,NORTH,Y,0,1,0,0,0,1,0
14983232,2,MOTOR VEHICLE,N,N,TX,1HD1EBL15LY115560,1990,MUL,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76522,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,MIDTEX PAINT AND BODY 254-547-0641,"906 W HWY 190, COPPERAS COVE, TX, 76522",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
14985204,3,MOTOR VEHICLE,Y,N,TX,RFVPAC201G1017362,NA,RED,NA,NA,MOTORCYCLE,N,78721,2,NA,NA,NA,NA,NA,NA,NA,,,,NONE,NA,NA,NORTH,N,0,0,0,0,0,0,0
14987085,1,MOTOR VEHICLE,N,N,TX,JH2MF0205HK102771,1987,YEL,HONDA,NA,MOTORCYCLE,N,79510,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,PUSHED AWAY BY OWNER,,FAILED TO YIELD ROW - PRIVATE DRIVE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14988821,1,MOTOR VEHICLE,N,N,TX,1HD1BW512AB039860,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77515,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,N,GARCIAS WRECKER,"1257 CHEVY CHASE ANGLETON, TX 77515",FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14990040,2,MOTOR VEHICLE,N,N,TX,1HD4CR217EC433497,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79072,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,NA,NA,NA,N,,,NONE,NA,NA,EAST,Y,0,0,0,2,0,0,0
14990274,1,MOTOR VEHICLE,N,N,TX,1HD1CGP174K434783,2004,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75038,1,PROOF OF LIABILITY INSURANCE,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,3,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,N,,,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14991031,1,MOTOR VEHICLE,N,N,TX,JYAVP02E5YA005612,2000,BLK,YAMAHA,NA,MOTORCYCLE,N,76033,2,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,12,N,,,FOLLOWED TOO CLOSELY,NA,NA,EAST,Y,0,0,0,1,0,0,0
14991859,3,MOTOR VEHICLE,N,N,TX,1HD4LE219DC442483,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77057,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,SARAH INVESTMENTS,4004 ARC,NONE,NA,NA,WEST,N,1,0,0,0,0,1,0
14992005,1,MOTOR VEHICLE,N,N,TX,JYAVP17E75A012135,2005,BLK,YAMAHA,UNKNOWN,MOTORCYCLE,N,75035,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,7,NA,NA,NA,N,DRIVEN OFF BY OWNER,,DRIVER INATTENTION,OTHER (EXPLAIN IN NARRATIVE),NA,NORTHWEST,Y,0,0,0,1,0,0,0
14993316,1,MOTOR VEHICLE,N,N,WY,1S92P10736P771180,2006,BLU,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE),MOTORCYCLE,N,82301,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,MAGNOLIA TOWING,"41902 FM 1774 MAGNOLIA, TX 77354",UNSAFE SPEED,UNDER INFLUENCE - DRUG,NA,NORTHEAST,Y,1,0,0,0,0,1,0
14993482,2,MOTOR VEHICLE,N,N,TX,1HD1BW519BB027707,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78640,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,4,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
14994620,2,MOTOR VEHICLE,N,N,TX,ZJTFRH00W0077893,1998,BLK,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE),MOTORCYCLE,N,75205,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
14996110,1,MOTOR VEHICLE,N,N,TX,JKBVNKD137A014085,2007,BLK,KAWASAKI,NA,MOTORCYCLE,N,79501,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,J.D.'S WRECKER,"3200 CR 195 ANSON, TEXAS  79501",UNDER INFLUENCE - ALCOHOL,NA,NA,NORTH,Y,1,0,0,0,0,1,0
14998053,4,MOTOR VEHICLE,Y,N,TX,JH2PC40099K200011,NA,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,78758,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,,,,NONE,NA,NA,SOUTHWEST,N,0,0,0,0,0,0,0
14998176,2,MOTOR VEHICLE,N,N,FL,JH2RC4300YM600448,2000,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,77502,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,THOMASON TOWING,8000 GALVESTON RD,NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14998194,1,MOTOR VEHICLE,N,N,TX,1HD1FHW133Y729177,2003,WHI,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78101,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,9,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,3,N,PIT STOP TOWING,"RICKS TOWING, POTH TEXAS",DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,WEST,Y,0,0,1,0,0,1,0
14998613,1,MOTOR VEHICLE,N,N,TX,JS1GT77A772100750,2007,BLU,SUZUKI,NA,MOTORCYCLE,N,75061,2,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 6,9,NA,NA,NA,N,PRO TOW,"DENTON, TX",FLEEING OR EVADING POLICE,UNSAFE SPEED,UNDER INFLUENCE - DRUG,SOUTH,Y,0,1,0,0,0,1,0
14998985,2,MOTOR VEHICLE,N,N,TX,JH2SC45323M301514,2003,RED,HONDA,NA,MOTORCYCLE,N,77373,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,6,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,OWNER,OWNER RECOVERED OR RELEASE TO OWNER,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14999040,2,MOTOR VEHICLE,N,N,TX,JH2PF01417K400279,2007,SIL,HONDA,NA,MOTORCYCLE,N,75708,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,CAMPBELLS TOWING,"3053 SPUR 124  TYLER, TX",NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15000104,1,MOTOR VEHICLE,N,N,TX,5VPWB36N3C3007392,NA,BLK,VICTORY,UNKNOWN,MOTORCYCLE,N,75035,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,B&B WRECKER (817) 283-2121,"1201 W EULESS BLVD. EULESS, TX 76040",DRIVER INATTENTION,HAD BEEN DRINKING,NA,SOUTH,Y,0,0,1,0,0,1,0
15000191,1,MOTOR VEHICLE,N,N,TX,1HD1BXB1X6Y041810,2006,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78748,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,NA,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,NA,N,,,CHANGED LANE WHEN UNSAFE,DRIVER INATTENTION,NA,NORTHEAST,Y,0,1,0,0,0,1,0
15000322,2,MOTOR VEHICLE,N,N,TX,1HD1GX4137K309678,2007,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79101,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,NA,NA,NA,N,COMPETITION TOWING,"8409 I40 E, AMA, TX 79118 373-5858",NONE,NA,NA,SOUTHWEST,Y,0,0,1,0,0,1,0
15000451,2,MOTOR VEHICLE,N,N,TX,1HD1CX31X7K429717,2007,BLU,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77514,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,FAMILY,"379 CROSSOVER RD ANAHUAC, TX 77514",NA,NA,FAILED TO SIGNAL OR GAVE WRONG SIGNAL,SOUTH,Y,1,0,0,0,0,1,0
15002393,1,MOTOR VEHICLE,N,N,TX,WB10179089ZW16589,NA,RED,BMW,UNKNOWN,MOTORCYCLE,N,78741,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,HILL COUNTRY WRECKER 830 693 3226,"1239 HWY 1431, MARBLE FALLS, TX, 78654",UNSAFE SPEED,FLEEING OR EVADING POLICE,NA,SOUTH,Y,1,0,0,0,0,1,0
15002773,1,MOTOR VEHICLE,N,N,TX,1HFSC3905XA101761,1999,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,75670,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,1,NA,NA,NA,N,RELEASED AT SCENE,,OTHER (EXPLAIN IN NARRATIVE),NA,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
15002799,1,MOTOR VEHICLE,N,N,TX,1HD1FC4167Y637010,2007,MAR,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78666,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,AUS-TEX AUTO ENTERPRISES LLC,OWNERS RESIDENCE/REQUEST,NA,NA,FAULTY EVASIVE ACTION,SOUTHWEST,Y,0,1,0,0,0,1,0
15002977,2,MOTOR VEHICLE,N,N,TX,JKAEXEE17DDA11668,NA,WHI,KAWASAKI,UNKNOWN,MOTORCYCLE,N,77584,1,PROOF OF LIABILITY INSURANCE,NA,NA,NA,NA,NA,NA,Y,S & S WRECKER SERVICE,11440 FM 1960 EAST,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15004311,1,MOTOR VEHICLE,N,N,TX,1HD1GP1166K314540,2006,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77379,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,OWNER,OWNERS REQUEST,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15005308,1,MOTOR VEHICLE,N,N,TX,JYAVM01E8YA021622,2000,RED,YAMAHA,UNKNOWN,MOTORCYCLE,N,76117,3,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,BIG DADDYS WRECKER SERVICE,212  NORTH COVINGTON ST. HILLSBORO TX,FAILED TO CONTROL SPEED,DRIVER INATTENTION,NA,NORTH,Y,0,0,1,0,0,1,0
15005473,2,MOTOR VEHICLE,N,N,TX,JS1VY56A2D2100584,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,78108,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,Y,JOHNNY'S WRECKER SERVICE,"315 PAT BOOKER ROAD, UNIVERSAL CITY, TX",NA,NA,UNDER INFLUENCE - ALCOHOL,SOUTH,N,0,0,0,0,0,0,1
15006319,1,MOTOR VEHICLE,N,N,TX,JS1GR7DA4W2100206,1998,RED,SUZUKI,NA,MOTORCYCLE,N,77840,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,N,EXCEL,"1804 FINFEATHER, BRYAN",NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15006935,2,MOTOR VEHICLE,N,N,TX,JYASG18Y86A001092,2006,BLK,YAMAHA,NA,MOTORCYCLE,N,78704,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,NA,NA,NA,NA,,,,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
