"CRASH_ID","UNIT_NBR","DRVR_LIC_RESTRIC_ID"
14918068,2,"NONE"
14918070,1,"NONE"
14918070,2,"NONE"
14918117,1,"NONE"
14918117,2,"NONE"
14918119,1,"UNLICENSED"
14918119,2,"WITH CORRECTIVE LENSES"
14918121,1,"NONE"
14918125,1,"OTHER/OUT OF STATE"
14918126,1,"NONE"
14918127,1,"NONE"
14918127,2,"NONE"
14918127,3,"OTHER/OUT OF STATE"
14918130,1,"NONE"
14918130,2,"NONE"
14918133,1,"NONE"
14918141,1,"NONE"
14918141,2,"WITH CORRECTIVE LENSES"
14918146,1,"NONE"
14918146,2,"WITH CORRECTIVE LENSES"
14918153,1,"CDL INTRASTATE ONLY (EFF. END 12/31/2016)"
14918153,2,"WITH CORRECTIVE LENSES"
14918153,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918153,3,"NONE"
14918153,4,"WITH CORRECTIVE LENSES"
14918153,5,"NONE"
14918153,6,"NONE"
14918153,7,"WITH CORRECTIVE LENSES"
14918153,8,"NONE"
14918153,9,"NONE"
14918153,10,"NONE"
14918153,11,"NONE"
14918153,12,"NONE"
14918158,1,"WITH CORRECTIVE LENSES"
14918158,2,"NONE"
14918163,1,"NONE"
14918163,2,"NONE"
14918165,1,"NONE"
14918165,2,"NONE"
14918181,1,"NONE"
14918181,2,"NONE"
14918181,3,"NONE"
14918183,1,"NONE"
14918183,2,"UNLICENSED"
14918183,3,"OTHER/OUT OF STATE"
14918193,1,"NONE"
14918193,2,"UNLICENSED"
14918194,1,"NONE"
14918195,1,"UNLICENSED"
14918195,2,"WITH CORRECTIVE LENSES"
14918197,1,"WITH CORRECTIVE LENSES"
14918197,2,"NONE"
14918200,1,"NONE"
14918200,2,"NONE"
14918202,1,"NONE"
14918205,1,"NONE"
14918205,2,"NONE"
14918207,1,"UNKNOWN"
14918207,2,"NONE"
14918210,1,"NONE"
14918210,2,"NONE"
14918216,1,"NONE"
14918216,2,"NONE"
14918219,1,"NONE"
14918225,1,"NONE"
14918225,2,"NONE"
14918228,1,"WITH CORRECTIVE LENSES"
14918233,1,"NONE"
14918233,2,"NONE"
14918239,1,"OTHER/OUT OF STATE"
14918239,2,"NONE"
14918246,1,"WITH CORRECTIVE LENSES"
14918246,2,"UNKNOWN"
14918258,1,"NONE"
14918265,1,"UNLICENSED"
14918265,2,"WITH CORRECTIVE LENSES"
14918276,1,"NONE"
14918276,2,"NONE"
14918276,3,"NONE"
14918279,1,"NONE"
14918279,3,"NONE"
14918279,4,"UNLICENSED"
14918293,1,"UNKNOWN"
14918293,2,"UNLICENSED"
14918293,3,"NONE"
14918295,1,"NONE"
14918295,2,"NONE"
14918308,1,"NONE"
14918308,2,"NONE"
14918330,1,"NONE"
14918331,1,"UNLICENSED"
14918331,2,"NONE"
14918345,1,"NONE"
14918345,2,"WITH CORRECTIVE LENSES"
14918352,1,"UNLICENSED"
14918352,2,"UNLICENSED"
14918380,1,"NONE"
14918380,2,"OTHER/OUT OF STATE"
14918395,1,"UNLICENSED"
14918395,2,"NONE"
14918395,3,"NONE"
14918402,1,"NONE"
14918402,2,"NONE"
14918424,1,"NONE"
14918424,2,"NONE"
14918426,1,"NONE"
14918426,2,"WITH CORRECTIVE LENSES"
14918428,1,"WITH CORRECTIVE LENSES"
14918428,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918428,2,"NONE"
14918434,1,"NONE"
14918434,2,"IF CMV, ONLY TRANS PERSONAL PROP INTERSTATE"
14918435,1,"NONE"
14918448,1,"WITH CORRECTIVE LENSES"
14918448,3,"NONE"
14918453,1,"NONE"
14918453,2,"NONE"
14918454,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918454,2,"NONE"
14918465,1,"NONE"
14918465,2,"NONE"
14918466,1,"NONE"
14918466,2,"NONE"
14918481,1,"WITH CORRECTIVE LENSES"
14918481,2,"NONE"
14918482,1,"NONE"
14918507,1,"NONE"
14918507,2,"NONE"
14918529,1,"NONE"
14918538,1,"UNLICENSED"
14918538,2,"WITH CORRECTIVE LENSES"
14918540,1,"NONE"
14918540,2,"WITH CORRECTIVE LENSES"
14918554,1,"WITH CORRECTIVE LENSES"
14918554,2,"NONE"
14918565,1,"UNLICENSED"
14918565,2,"NONE"
14918565,3,"NONE"
14918579,1,"WITH CORRECTIVE LENSES"
14918579,2,"NONE"
14918579,3,"NONE"
14918595,1,"NONE"
14918596,1,"NONE"
14918596,2,"NONE"
14918597,1,"WITH CORRECTIVE LENSES"
14918597,2,"NONE"
14918599,1,"WITH CORRECTIVE LENSES"
14918611,1,"NONE"
14918611,2,"NONE"
14918628,1,"WITH CORRECTIVE LENSES"
14918628,2,"WITH CORRECTIVE LENSES"
14918630,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918630,2,"WITH CORRECTIVE LENSES"
14918636,1,"NONE"
14918636,2,"WITH CORRECTIVE LENSES"
14918636,2,"IF CMV, GOVERNMENT VEHICLES INTERSTATE"
14918641,1,"NONE"
14918646,1,"NONE"
14918646,2,"NONE"
14918646,3,"NONE"
14918647,1,"NONE"
14918647,2,"NONE"
14918673,1,"NONE"
14918673,2,"WITH CORRECTIVE LENSES"
14918688,1,"UNLICENSED"
14918688,2,"WITH CORRECTIVE LENSES"
14918695,1,"UNLICENSED"
14918695,2,"NONE"
14918704,1,"NONE"
14918707,1,"UNLICENSED"
14918707,2,"NONE"
14918717,1,"WITH CORRECTIVE LENSES"
14918717,2,"WITH CORRECTIVE LENSES"
14918720,1,"WITH CORRECTIVE LENSES"
14918720,2,"NONE"
14918722,1,"NONE"
14918722,2,"NONE"
14918727,1,"NONE"
14918727,2,"NONE"
14918729,1,"NONE"
14918729,2,"NONE"
14918729,3,"NONE"
14918729,4,"NONE"
14918731,1,"NONE"
14918737,1,"WITH CORRECTIVE LENSES"
14918737,1,"BUS NOT TO EXCEED 26,000 LBS GVWR"
14918737,2,"NONE"
14918748,1,"WITH CORRECTIVE LENSES"
14918748,2,"WITH CORRECTIVE LENSES"
14918750,1,"NONE"
14918750,2,"NONE"
14918793,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918793,2,"NONE"
14918793,3,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918795,1,"NONE"
14918795,3,"WITH CORRECTIVE LENSES"
14918803,1,"NONE"
14918803,2,"NONE"
14918812,1,"UNKNOWN"
14918812,2,"UNLICENSED"
14918812,3,"IF CMV, GOVERNMENT VEHICLES INTERSTATE"
14918816,1,"WITH CORRECTIVE LENSES"
14918816,2,"WITH CORRECTIVE LENSES"
14918825,1,"UNLICENSED"
14918825,2,"OTHER"
14918826,1,"WITH CORRECTIVE LENSES"
14918826,2,"NONE"
14918828,1,"NONE"
14918828,2,"NONE"
14918833,1,"NONE"
14918838,1,"UNLICENSED"
14918838,2,"WITH CORRECTIVE LENSES"
14918839,1,"NONE"
14918845,1,"NONE"
14918845,2,"UNLICENSED"
14918851,1,"NONE"
14918853,1,"NONE"
14918853,2,"WITH CORRECTIVE LENSES"
14918859,1,"NONE"
14918859,2,"NONE"
14918861,1,"NONE"
14918861,2,"OTHER/OUT OF STATE"
14918886,1,"NONE"
14918886,2,"NONE"
14918890,1,"UNLICENSED"
14918899,1,"NONE"
14918899,2,"NONE"
14918919,1,"NONE"
14918928,1,"OTHER/OUT OF STATE"
14918928,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918935,1,"NONE"
14918935,2,"WITH CORRECTIVE LENSES"
14918990,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918990,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14918993,1,"NONE"
14918993,2,"NONE"
14919018,1,"NONE"
14919036,1,"UNLICENSED"
14919036,2,"UNKNOWN"
14919052,1,"NONE"
14919052,2,"NONE"
14919066,1,"NONE"
14919074,1,"UNLICENSED"
14919074,2,"NONE"
14919074,3,"WITH CORRECTIVE LENSES"
14919079,1,"NONE"
14919079,2,"WITH CORRECTIVE LENSES"
14919090,1,"WITH CORRECTIVE LENSES"
14919090,2,"WITH CORRECTIVE LENSES"
14919091,1,"UNLICENSED"
14919091,2,"NONE"
14919103,1,"UNLICENSED"
14919128,1,"WITH CORRECTIVE LENSES"
14919128,2,"WITH CORRECTIVE LENSES"
14919138,1,"WITH CORRECTIVE LENSES"
14919143,1,"NONE"
14919143,2,"NONE"
14919145,1,"WITH CORRECTIVE LENSES"
14919145,2,"WITH CORRECTIVE LENSES"
14919146,1,"HME EXPIRATION DATE MM/DD/YY"
14919146,2,"NONE"
14919148,1,"WITH CORRECTIVE LENSES"
14919148,2,"NONE"
14919162,1,"WITH CORRECTIVE LENSES"
14919162,2,"NONE"
14919162,3,"NONE"
14919165,1,"WITH CORRECTIVE LENSES"
14919165,2,"NONE"
14919173,1,"NONE"
14919173,2,"NONE"
14919181,1,"NONE"
14919189,1,"UNLICENSED"
14919189,2,"UNLICENSED"
14919190,1,"NONE"
14919190,2,"NONE"
14919215,1,"NONE"
14919216,1,"UNKNOWN"
14919216,2,"NONE"
14919244,1,"OTHER/OUT OF STATE"
14919244,2,"NONE"
14919248,1,"NONE"
14919248,2,"NONE"
14919269,1,"NONE"
14919269,2,"WITH CORRECTIVE LENSES"
14919273,1,"NONE"
14919273,2,"NONE"
14919274,1,"LOFS 21 OR OVER"
14919274,2,"NONE"
14919278,1,"UNLICENSED"
14919278,2,"NONE"
14919278,3,"NONE"
14919282,1,"NONE"
14919282,2,"NONE"
14919284,1,"NONE"
14919284,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14919285,1,"OTHER/OUT OF STATE"
14919285,2,"NONE"
14919289,1,"WITH CORRECTIVE LENSES"
14919289,2,"WITH CORRECTIVE LENSES"
14919294,1,"NONE"
14919294,2,"WITH CORRECTIVE LENSES"
14919304,1,"NONE"
14919304,2,"NONE"
14919306,1,"NONE"
14919306,2,"NONE"
14919317,1,"NONE"
14919317,2,"NONE"
14919320,1,"WITH CORRECTIVE LENSES"
14919320,2,"WITH CORRECTIVE LENSES"
14919320,2,"LOFS 21 OR OVER VEHICLE ABOVE CLASS C"
14919330,1,"NONE"
14919330,2,"OTHER/OUT OF STATE"
14919343,1,"WITH CORRECTIVE LENSES"
14919343,2,"WITH CORRECTIVE LENSES"
14919347,1,"NONE"
14919347,2,"UNLICENSED"
14919352,1,"NONE"
14919365,1,"WITH CORRECTIVE LENSES"
14919371,1,"OTHER/OUT OF STATE"
14919372,1,"WITH CORRECTIVE LENSES"
14919372,2,"NONE"
14919435,1,"OTHER/OUT OF STATE"
14919435,2,"NONE"
14919435,3,"WITH CORRECTIVE LENSES"
14919452,1,"UNKNOWN"
14919452,2,"WITH CORRECTIVE LENSES"
14919457,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14919457,2,"NONE"
14919460,1,"NONE"
14919460,2,"WITH CORRECTIVE LENSES"
14919460,3,"NONE"
14919461,1,"UNLICENSED"
14919461,2,"WITH CORRECTIVE LENSES"
14919461,2,"IF CMV, SCHOOL BUSES INTERSTATE"
14919461,3,"NONE"
14919462,1,"NONE"
14919485,1,"NONE"
14919485,3,"OTHER/OUT OF STATE"
14919494,1,"NONE"
14919513,1,"NONE"
14919513,2,"NONE"
14919515,1,"NONE"
14919517,1,"NONE"
14919520,1,"WITH CORRECTIVE LENSES"
14919520,1,"HME EXPIRATION DATE MM/DD/YY"
14919520,3,"WITH CORRECTIVE LENSES"
14919520,4,"WITH CORRECTIVE LENSES"
14919522,1,"NONE"
14919522,2,"NONE"
14919525,1,"NONE"
14919527,1,"WITH CORRECTIVE LENSES"
14919527,2,"NONE"
14919530,1,"NONE"
14919530,2,"NONE"
14919532,1,"NONE"
14919553,1,"NONE"
14919553,2,"NONE"
14919560,1,"UNLICENSED"
14919560,2,"NONE"
14919561,1,"NONE"
14919561,2,"NONE"
14919563,1,"NONE"
14919563,2,"UNKNOWN"
14919571,1,"UNLICENSED"
14919575,1,"UNLICENSED"
14919580,1,"NONE"
14919598,1,"NONE"
14919598,2,"NONE"
14919599,1,"WITH CORRECTIVE LENSES"
14919599,2,"UNLICENSED"
14919602,1,"WITH CORRECTIVE LENSES"
14919602,2,"NONE"
14919606,1,"NONE"
14919606,2,"UNLICENSED"
14919620,1,"NONE"
14919620,2,"NONE"
14919635,1,"NONE"
14919635,2,"UNLICENSED"
14919641,1,"NONE"
14919641,2,"UNKNOWN"
14919652,1,"UNLICENSED"
14919652,2,"NONE"
14919658,1,"WITH CORRECTIVE LENSES"
14919658,2,"WITH CORRECTIVE LENSES"
14919658,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14919658,3,"WITH CORRECTIVE LENSES"
14919658,4,"NONE"
14919658,5,"WITH CORRECTIVE LENSES"
14919659,1,"NONE"
14919659,2,"NONE"
14919659,3,"WITH CORRECTIVE LENSES"
14919665,1,"WITH CORRECTIVE LENSES"
14919676,1,"NONE"
14919679,1,"WITH CORRECTIVE LENSES"
14919679,2,"NONE"
14919698,1,"UNLICENSED"
14919717,1,"NONE"
14919717,2,"NONE"
14919721,1,"OTHER/OUT OF STATE"
14919721,2,"NONE"
14919723,1,"NONE"
14919723,2,"NONE"
14919724,1,"WITH CORRECTIVE LENSES"
14919724,2,"NONE"
14919726,1,"NONE"
14919726,2,"WITH CORRECTIVE LENSES"
14919726,3,"WITH CORRECTIVE LENSES"
14919734,1,"NONE"
14919734,3,"WITH CORRECTIVE LENSES"
14919738,1,"UNKNOWN"
14919738,2,"UNLICENSED"
14919738,3,"UNLICENSED"
14919739,1,"STATED ON LICENSE"
14919739,2,"WITH CORRECTIVE LENSES"
14919742,1,"NONE"
14919742,2,"NONE"
14919743,1,"NONE"
14919743,2,"NONE"
14919748,1,"OTHER/OUT OF STATE"
14919756,1,"NONE"
14919756,2,"NONE"
14919760,1,"WITH CORRECTIVE LENSES"
14919760,2,"NONE"
14919760,3,"WITH CORRECTIVE LENSES"
14919760,4,"WITH CORRECTIVE LENSES"
14919763,1,"NONE"
14919763,2,"NONE"
14919763,3,"NONE"
14919763,4,"OTHER/OUT OF STATE"
14919764,1,"WITH CORRECTIVE LENSES"
14919764,2,"WITH CORRECTIVE LENSES"
14919764,3,"NONE"
14919764,4,"LOFS 21 OR OVER"
14919766,1,"NONE"
14919766,2,"NONE"
14919775,1,"NONE"
14919798,1,"NONE"
14919798,2,"NONE"
14919800,1,"UNLICENSED"
14919801,1,"UNLICENSED"
14919801,2,"NONE"
14919804,1,"NONE"
14919804,2,"NONE"
14919805,1,"UNLICENSED"
14919805,2,"NONE"
14919813,1,"UNLICENSED"
14919813,2,"NONE"
14919821,1,"OTHER/OUT OF STATE"
14919821,2,"WITH CORRECTIVE LENSES"
14919821,3,"WITH CORRECTIVE LENSES"
14919830,1,"WITH CORRECTIVE LENSES"
14919830,2,"NONE"
14919843,1,"NONE"
14919843,2,"NONE"
14919878,1,"NONE"
14919884,1,"NONE"
14919884,2,"WITH CORRECTIVE LENSES"
14919904,1,"UNLICENSED"
14919904,2,"UNLICENSED"
14919908,1,"WITH CORRECTIVE LENSES"
14919912,1,"NONE"
14919912,2,"NONE"
14919914,1,"UNLICENSED"
14919914,2,"OUTSIDE REARVIEWMIRROR OR HEARING AID"
14919927,1,"NONE"
14919927,2,"UNLICENSED"
14919934,1,"NONE"
14919939,1,"NONE"
14919941,1,"WITH CORRECTIVE LENSES"
14919941,2,"NONE"
14919944,1,"OTHER/OUT OF STATE"
14919944,2,"UNLICENSED"
14919947,1,"NONE"
14919947,2,"NONE"
14919953,1,"WITH CORRECTIVE LENSES"
14919953,2,"NONE"
14919956,1,"NONE"
14919956,2,"UNLICENSED"
14919959,1,"NONE"
14919959,2,"UNLICENSED"
14919960,1,"UNLICENSED"
14919968,1,"UNLICENSED"
14919985,1,"NONE"
14919985,2,"NONE"
14919985,3,"NONE"
14919987,1,"UNLICENSED"
14919987,2,"WITH CORRECTIVE LENSES"
14919988,1,"NONE"
14919988,2,"WITH CORRECTIVE LENSES"
14919993,1,"NONE"
14919998,1,"NONE"
14919998,2,"UNLICENSED"
14919998,3,"NONE"
14919999,1,"UNLICENSED"
14919999,2,"NONE"
14919999,3,"NONE"
14920001,1,"UNLICENSED"
14920001,2,"UNLICENSED"
14920010,1,"OTHER/OUT OF STATE"
14920010,2,"NONE"
14920016,1,"NONE"
14920016,2,"NONE"
14920018,1,"NONE"
14920018,2,"NONE"
14920019,1,"NONE"
14920019,2,"UNLICENSED"
14920019,3,"NONE"
14920021,1,"UNLICENSED"
14920021,2,"NONE"
14920026,1,"OTHER/OUT OF STATE"
14920026,2,"NONE"
14920036,1,"UNLICENSED"
14920036,2,"NONE"
14920046,1,"WITH CORRECTIVE LENSES"
14920046,2,"NONE"
14920046,4,"NONE"
14920054,1,"NONE"
14920054,2,"WITH CORRECTIVE LENSES"
14920054,3,"NONE"
14920064,1,"NONE"
14920064,2,"NONE"
14920080,1,"NONE"
14920080,2,"WITH CORRECTIVE LENSES"
14920083,1,"WITH CORRECTIVE LENSES"
14920084,1,"WITH CORRECTIVE LENSES"
14920088,1,"NONE"
14920088,2,"UNKNOWN"
14920089,1,"NONE"
14920089,2,"NONE"
14920090,1,"NONE"
14920090,2,"NONE"
14920090,3,"NONE"
14920102,1,"NONE"
14920102,2,"UNLICENSED"
14920105,1,"LOFS 21 OR OVER"
14920105,2,"NONE"
14920116,1,"NONE"
14920116,2,"NONE"
14920131,1,"NONE"
14920131,2,"WITH CORRECTIVE LENSES"
14920131,3,"NONE"
14920145,1,"NONE"
14920148,1,"NONE"
14920148,3,"NONE"
14920149,1,"NONE"
14920149,2,"NONE"
14920167,1,"NONE"
14920167,2,"NONE"
14920170,1,"OTHER/OUT OF STATE"
14920170,2,"UNKNOWN"
14920171,1,"UNLICENSED"
14920171,2,"WITH CORRECTIVE LENSES"
14920173,1,"NONE"
14920173,2,"NONE"
14920173,3,"NONE"
14920174,1,"NONE"
14920174,2,"NONE"
14920182,1,"NONE"
14920182,2,"NONE"
14920182,3,"WITH CORRECTIVE LENSES"
14920182,4,"OTHER/OUT OF STATE"
14920183,1,"UNLICENSED"
14920183,2,"NONE"
14920183,3,"NONE"
14920193,1,"UNLICENSED"
14920193,2,"OTHER/OUT OF STATE"
14920197,1,"UNLICENSED"
14920203,1,"UNLICENSED"
14920205,1,"UNLICENSED"
14920205,2,"WITH CORRECTIVE LENSES"
14920211,1,"NONE"
14920211,2,"OTHER/OUT OF STATE"
14920212,1,"WITH CORRECTIVE LENSES"
14920212,2,"UNLICENSED"
14920212,3,"NONE"
14920213,1,"WITH CORRECTIVE LENSES"
14920213,2,"NONE"
14920215,1,"WITH CORRECTIVE LENSES"
14920215,2,"NONE"
14920220,1,"WITH CORRECTIVE LENSES"
14920220,2,"NONE"
14920220,3,"NONE"
14920229,1,"NONE"
14920229,2,"OTHER/OUT OF STATE"
14920237,1,"NONE"
14920237,2,"NONE"
14920240,1,"NONE"
14920240,2,"NONE"
14920244,1,"UNLICENSED"
14920244,2,"UNLICENSED"
14920244,3,"UNLICENSED"
14920247,1,"NONE"
14920247,2,"NONE"
14920259,1,"UNLICENSED"
14920259,2,"NONE"
14920268,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
14920268,2,"NONE"
14920271,1,"NONE"
14920277,1,"NONE"
14920277,2,"WITH CORRECTIVE LENSES"
14920279,1,"WITH CORRECTIVE LENSES"
14920279,2,"WITH CORRECTIVE LENSES"
14920289,1,"NONE"
14920297,1,"NONE"
14920304,1,"NONE"
14920304,2,"UNLICENSED"
14920308,1,"NONE"
14920310,1,"OTHER/OUT OF STATE"
14920310,2,"NONE"
14920324,1,"NONE"
14920324,3,"NONE"
14920326,1,"UNLICENSED"
14920331,1,"NONE"
14920331,2,"NONE"
14920332,1,"NONE"
14920332,2,"NONE"
14920333,1,"WITH CORRECTIVE LENSES"
14920333,2,"NONE"
14920335,1,"NONE"
14920339,1,"WITH CORRECTIVE LENSES"
14920339,2,"OTHER/OUT OF STATE"
14920339,3,"NONE"
14920341,1,"UNLICENSED"
14920342,1,"OTHER/OUT OF STATE"
14920342,2,"NONE"
14920348,1,"OTHER/OUT OF STATE"
14920348,2,"NONE"
14920349,1,"NONE"
14920350,1,"NONE"
14920350,2,"NONE"
14920354,1,"NONE"
14920371,1,"UNKNOWN"
14920371,2,"NONE"
14920372,1,"WITH CORRECTIVE LENSES"
14920374,1,"OTHER/OUT OF STATE"
14920374,2,"OTHER/OUT OF STATE"
14920374,3,"NONE"
14920384,1,"NONE"
14920384,2,"NONE"
14920386,1,"NONE"
14920386,2,"OTHER/OUT OF STATE"
14920397,1,"NONE"
14920397,2,"NONE"
14920405,1,"OTHER/OUT OF STATE"
14920405,2,"NONE"
14920413,1,"UNLICENSED"
14920413,2,"NONE"
14920414,1,"NONE"
14920429,1,"NONE"
14920434,1,"NONE"
14920434,2,"NONE"
14920435,1,"UNLICENSED"
14920435,2,"WITH CORRECTIVE LENSES"
14920461,1,"NONE"
14920461,2,"NONE"
14920463,1,"UNLICENSED"
14920464,1,"NONE"
14920466,1,"NONE"
14920466,2,"NONE"
14920470,1,"STATED ON LICENSE"
14920470,2,"WITH CORRECTIVE LENSES"
14920476,1,"WITH CORRECTIVE LENSES"
14920476,2,"NONE"
14920478,1,"NONE"
14920478,2,"NONE"
14920484,1,"UNLICENSED"
14920484,2,"NONE"
14920491,1,"UNKNOWN"
14920491,2,"NONE"
14920495,1,"NONE"
14920495,2,"NONE"
14920497,1,"NONE"
14920497,2,"NONE"
14920497,3,"OTHER/OUT OF STATE"
14920504,1,"NONE"
14920504,2,"NONE"
14920512,1,"NONE"
14920512,2,"NONE"
14920512,3,"NONE"
14920513,1,"NONE"
14920514,1,"WITH CORRECTIVE LENSES"
14920514,1,"CDL INTRASTATE ONLY (EFF. END 12/31/2016)"
14920517,1,"NONE"
14920517,2,"NONE"
14920522,1,"NONE"
14920522,2,"NONE"
14920526,1,"UNLICENSED"
14920527,1,"UNLICENSED"
14920527,2,"NONE"
14920533,1,"UNLICENSED"
14920533,2,"NONE"
14920538,1,"NONE"
14920538,2,"NONE"
14920543,1,"NONE"
14920543,2,"UNLICENSED"
14920545,1,"UNLICENSED"
14920545,2,"UNLICENSED"
14920555,1,"NONE"
14920555,2,"WITH CORRECTIVE LENSES"
14920556,1,"NONE"
14920556,2,"NONE"
14920565,1,"OTHER/OUT OF STATE"
14920565,2,"WITH CORRECTIVE LENSES"
14920577,1,"NONE"
14920577,2,"NONE"
14920577,3,"OTHER/OUT OF STATE"
14920577,4,"NONE"
14920580,1,"NONE"
14920580,2,"NONE"
14920586,1,"NONE"
14920589,1,"NONE"
14920596,1,"WITH CORRECTIVE LENSES"
14920597,1,"NONE"
14920597,2,"NONE"
14920601,1,"NONE"
14920607,1,"UNLICENSED"
14920631,1,"UNLICENSED"
14920631,2,"NONE"
14920649,1,"NONE"
14920660,1,"NONE"
14920664,1,"UNLICENSED"
14920664,2,"UNLICENSED"
14920664,3,"NONE"
14920690,1,"NONE"
14920690,2,"NONE"
14920690,3,"WITH CORRECTIVE LENSES"
14920690,4,"WITH CORRECTIVE LENSES"
14920691,1,"NONE"
14920699,1,"NONE"
14920699,2,"NONE"
14920699,3,"LOFS 21 OR OVER"
14920706,1,"NONE"
14920706,2,"NONE"
14920715,1,"NONE"
14920715,2,"NONE"
14920721,1,"NONE"
14920721,2,"WITH CORRECTIVE LENSES"
14920728,1,"UNKNOWN"
14920728,2,"NONE"
14920732,1,"WITH CORRECTIVE LENSES"
14920732,1,"LOFS 21 OR OVER"
14920732,2,"UNLICENSED"
14920736,1,"NONE"
14920736,2,"NONE"
14920740,1,"WITH CORRECTIVE LENSES"
14920743,1,"WITH CORRECTIVE LENSES"
14920743,2,"WITH CORRECTIVE LENSES"
14920747,1,"UNKNOWN"
14920747,2,"UNLICENSED"
14920750,1,"NONE"
14920750,2,"NONE"
14920754,1,"UNLICENSED"
14920754,2,"NONE"
14920756,1,"NONE"
14920756,2,"WITH CORRECTIVE LENSES"
14920766,1,"NONE"
14920766,2,"WITH CORRECTIVE LENSES"
14920769,1,"NONE"
14920774,1,"WITH CORRECTIVE LENSES"
14920774,2,"NONE"
14920786,1,"NONE"
14920786,2,"WITH CORRECTIVE LENSES"
14920786,4,"NONE"
14920789,1,"NONE"
14920789,2,"NONE"
14920790,1,"OTHER/OUT OF STATE"
14920790,3,"WITH CORRECTIVE LENSES"
14920791,1,"NONE"
14920791,2,"UNLICENSED"
14920811,1,"NONE"
14920811,2,"NONE"
14920814,1,"NONE"
14920814,2,"NONE"
14920816,1,"UNLICENSED"
14920818,1,"NONE"
14920818,2,"OTHER/OUT OF STATE"
14920828,1,"NONE"
14920828,2,"NONE"
14920829,1,"NONE"
14920829,2,"NONE"
14920833,1,"NONE"
14920833,2,"UNLICENSED"
14920835,1,"LOFS 21 OR OVER"
14920835,2,"NONE"
14920854,1,"NONE"
14920857,1,"NONE"
14920857,2,"NONE"
14920862,1,"UNKNOWN"
14920865,1,"NONE"
14920865,2,"NONE"
14920869,1,"NONE"
14920869,2,"UNLICENSED"
14920880,1,"UNLICENSED"
14920880,2,"NONE"
14920881,1,"NONE"
14920881,2,"NONE"
14920886,1,"NONE"
14920889,1,"NONE"
14920889,2,"NONE"
14920898,1,"UNLICENSED"
14920898,2,"NONE"
14920902,1,"UNLICENSED"
14920908,1,"WITH CORRECTIVE LENSES"
14920908,2,"WITH CORRECTIVE LENSES"
14920908,3,"WITH CORRECTIVE LENSES"
14920936,1,"WITH CORRECTIVE LENSES"
14920936,2,"WITH CORRECTIVE LENSES"
14920964,1,"NONE"
14920964,2,"NONE"
14920979,1,"WITH CORRECTIVE LENSES"
14920979,2,"NONE"
14921047,1,"WITH CORRECTIVE LENSES"
14921047,2,"NONE"
14921048,1,"NONE"
14921048,2,"NONE"
14921054,1,"NONE"
14921058,1,"WITH CORRECTIVE LENSES"
14921058,2,"NONE"
14921073,1,"NONE"
14921073,2,"NONE"
14921090,1,"NONE"
14921090,2,"NONE"
14921095,1,"UNLICENSED"
14921095,2,"OTHER/OUT OF STATE"
14921127,1,"WITH CORRECTIVE LENSES"
14921127,2,"NONE"
14921134,1,"NONE"
14921144,1,"NONE"
14921149,1,"NONE"
14921149,2,"NONE"
14921160,1,"NONE"
14921160,2,"WITH CORRECTIVE LENSES"
14921160,3,"NONE"
14921168,1,"WITH CORRECTIVE LENSES"
14921168,2,"NONE"
14921171,1,"NONE"
14921171,2,"WITH CORRECTIVE LENSES"
14921171,3,"WITH CORRECTIVE LENSES"
14921172,1,"NONE"
14921172,2,"NONE"
14921173,1,"OTHER/OUT OF STATE"
14921174,1,"NONE"
14921174,2,"NONE"
14921176,1,"WITH CORRECTIVE LENSES"
14921176,2,"NONE"
14921177,1,"NONE"
14921182,1,"NONE"
14921182,2,"NONE"
14921191,1,"WITH CORRECTIVE LENSES"
14921191,2,"NONE"
14921193,1,"UNLICENSED"
14921202,1,"UNLICENSED"
14921205,1,"WITH CORRECTIVE LENSES"
14921205,2,"WITH CORRECTIVE LENSES"
14921207,1,"WITH CORRECTIVE LENSES"
14921207,2,"WITH CORRECTIVE LENSES"
14921209,1,"NONE"
14921209,2,"WITH CORRECTIVE LENSES"
14921209,3,"NONE"
14921209,4,"NONE"
14921213,1,"NONE"
14921213,2,"NONE"
14921215,1,"NONE"
14921215,2,"NONE"
14921216,1,"OTHER/OUT OF STATE"
14921216,3,"UNLICENSED"
14921217,1,"NONE"
14921217,2,"NONE"
14921217,3,"NONE"
14921218,1,"NONE"
14921221,1,"WITH CORRECTIVE LENSES"
14921221,2,"NONE"
14921221,3,"OTHER/OUT OF STATE"
14921222,1,"WITH CORRECTIVE LENSES"
14921222,2,"NONE"
14921232,1,"NONE"
